rownames,REGION,SPECIES,TYPE,HABITAT,FGUILD,LengthGroup,TaxonGroup,YEAR,BIOMASS,LANDINGS,NumSpecies
277,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1985,957513,307920,1
278,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1985,5090600,4872,1
279,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1985,860000,868000,1
280,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1985,92643,19945,1
281,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1985,167669,45052,1
282,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1985,595000,124489,1
283,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1985,274151,107183,1
284,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1986,1294449,430113,1
285,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1986,318690,256,1
286,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1986,16885.84797,23100,1
287,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1986,120000,123000,1
288,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1986,175000,30200,1
289,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1986,91902,22875,1
290,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1986,325835,100563,1
291,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1986,401000,65323,1
292,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1986,293653,67396,1
293,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1987,1126053,523071,1
294,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1987,373010,3306,1
295,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1987,10762.90346,10500,1
296,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1987,101000,0,1
297,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1987,167000,24080,1
298,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1987,85288,19112,1
299,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1987,322051,154916,1
300,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1987,353000,43367,1
301,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1987,334438,92391,1
302,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1988,915105,434939,1
303,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1988,248480,1000,1
304,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1988,25745.21314,15600,1
305,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1988,428000,0,1
306,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1988,163000,25910,1
307,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1988,85033,19587,1
308,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1988,254976,95255,1
309,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1988,438000,48689,1
310,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1988,349010,114242,1
311,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1989,889738,332481,1
312,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1989,439971,7000,1
313,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1989,40696.43521,23500,1
314,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1989,864000,0,1
315,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1989,158000,23230,1
316,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1989,88855,20138,1
317,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1989,206733,58518,1
318,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1989,522000,62748,1
319,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1989,308959,122817,1
320,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1990,961667,212000,1
321,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1990,578120,2000,1
322,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1990,85447.60741,35100,1
323,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1990,5831000,0,1
324,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1990,152000,28070,1
325,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1990,78185,23183,1
326,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1990,167771,27182,1
327,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1990,633000,81164,1
328,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1990,256924,95848,1
329,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1991,1561708,319158,1
330,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1991,1258827,2000,1
331,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1991,114754.3719,48700,1
332,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1991,7287000,933000,1
333,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1991,152000,19040,1
334,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1991,72592,33320,1
335,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1991,192905,36216,1
336,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1991,776000,74862,1
337,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1991,356196,107327,1
338,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1992,1912257,513234,1
339,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1992,1838648,0,1
340,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1992,42816.5463,15600,1
341,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1992,5150000,1123000,1
342,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1992,153000,16190,1
343,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1992,45641,8602,1
344,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1992,268626,59922,1
345,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1992,578000,68568,1
346,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1992,524271,127604,1
347,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1993,2359644,581611,1
348,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1993,2697395,0,1
349,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1993,35030.31015,12800,1
350,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1993,796000,586000,1
351,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1993,154000,16650,1
352,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1993,52285,11933,1
353,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1993,440276,82379,1
354,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1993,563000,56312,1
355,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1993,638590,154903,1
356,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1994,2148154,771086,1
357,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1994,2124082,11000,1
358,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1994,67222.42835,12700,1
359,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1994,200000,0,1
360,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1994,152000,18120,1
361,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1994,52462,9226,1
362,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1994,550597,135186,1
363,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1994,389000,28287,1
364,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1994,592309,146950,1
365,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1995,1807057,739999,1
366,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1995,826644,1000,1
367,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1995,111418.6173,10300,1
368,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1995,193000,0,1
369,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1995,148000,15620,1
370,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1995,59750,11734,1
371,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1995,542421,142448,1
372,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1995,467000,25220,1
373,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1995,713854,168378,1
374,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1996,1687088,732228,1
375,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1996,374155,13000,1
376,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1996,171000,8100,1
377,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1996,503000,0,1
378,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1996,144000,18040,1
379,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1996,69264,14347,1
380,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1996,481106,178128,1
381,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1996,667000,34512,1
382,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1996,723160,171348,1
383,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1997,1531894,762403,1
384,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1997,552302,2000,1
385,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1997,73000,8600,1
386,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1997,909000,500,1
387,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1997,137000,17510,1
388,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1997,73879,9410,1
389,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1997,356545,154359,1
390,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1997,725000,35736,1
391,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1997,712779,143629,1
392,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1998,1229614,592624,1
393,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1998,787372,8000,1
394,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1998,105000,14000,1
395,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1998,2056000,3020,1
396,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1998,127000,19150,1
397,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1998,84287,11893,1
398,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1998,256498,100630,1
399,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1998,824000,55790,1
400,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1998,752893,153327,1
401,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,1999,1100226,484910,1
402,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1999,2076479,2000,1
403,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1999,155000,11200,1
404,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,1999,2775000,104000,1
405,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,1999,115000,18990,1
406,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,1999,89189,19517,1
407,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1999,253011,83195,1
408,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,1999,764000,75669,1
409,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,1999,793219,150375,1
410,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2000,1100947,414868,1
411,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2000,2507641,1000,1
412,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2000,178000,10100,1
413,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2000,4273000,410000,1
414,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2000,104000,14461,1
415,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2000,93051,14437,1
416,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2000,247780,68944,1
417,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2000,597000,83170,1
418,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2000,827990,135928,1
419,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2001,1374769,426471,1
420,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2001,1350739,0,1
421,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2001,162000,18400,1
422,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2001,3630000,577599.98,1
423,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2001,93000,10547,1
424,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2001,102300,16307,1
425,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2001,346238,89640,1
426,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2001,445000,57536,1
427,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2001,904243,135853,1
428,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2002,1544017,535045,1
429,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2002,860250,3000,1
430,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2002,181000,6993,1
431,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2002,2210000,660299.99,1
432,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2002,87000,9643,1
433,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2002,103785,13161,1
434,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2002,428856,114798,1
435,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2002,474000,61488,1
436,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2002,1026557,154870,1
437,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2003,1617723,551990,1
438,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2003,2373605,6000,1
439,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2003,213000,2520,1
440,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2003,533000,281540.01,1
441,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2003,80000,7840,1
442,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2003,114843,13578,1
443,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2003,468449,138926,1
444,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2003,512000,37957,1
445,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2003,960039,161592,1
446,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2004,1582559,606445,1
447,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2004,5099110,6000,1
448,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2004,111000,5430,1
449,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2004,628000,0,1
450,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2004,73000,7200,1
451,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2004,131119,18800,1
452,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2004,456078,158279,1
453,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2004,365000,41299,1
454,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2004,967634,164636,1
455,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2005,1580766,641276,1
456,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2005,2573391,0,1
457,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2005,103000,8465,1
458,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2005,324000,1210,1
459,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2005,67000,7037,1
460,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2005,125675,18834,1
461,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2005,488506,158298,1
462,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2005,527000,41418,1
463,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2005,1075204,178568,1
464,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2006,1546829,537642,1
465,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2006,2320735,5000,1
466,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2006,184000,32462,1
467,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2006,787000,0,1
468,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2006,61000,7388,1
469,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2006,126875,17897,1
470,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2006,442085,153157,1
471,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2006,605000,29634,1
472,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2006,953186,212822,1
473,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2007,1814225,486883,1
474,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2007,547668,4000,1
475,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2007,172000,19837,1
476,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2007,2119000,4000,1
477,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2007,54000,7331,1
478,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2007,145727,15237,1
479,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2007,590335,161525,1
480,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2007,474000,29177,1
481,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2007,912680,199008,1
482,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2008,2269997,464171,1
483,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2008,533900,13000,1
484,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2008,89000,13860,1
485,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2008,4428000,12000,1
486,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2008,48000,6557,1
487,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2008,160481,13778,1
488,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2008,867410,155604,1
489,BS,Pandalid shrimps (NS),Invertebrate,Demersal,Benthivore,,Pelagic Zooplankton,2008,354000,26137,1
490,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2008,836273,184740,1
491,BS,Atlantic cod,Fish,Demersal,Omnivore,Large,Gadoid,2009,2618810,523430,1
492,BS,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2009,312432,17833,1
493,BS,Beaked redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2009,200000,10434,1
494,BS,Capelin,Fish,Pelagic,Planktivore,Small,Forage fish,2009,3765000,306000,1
495,BS,Golden redfish,Fish,Pelagic,Zoopivore,Medium,Sebastes,2009,43000,6293,1
496,BS,Greenland halibut,Fish,Demersal,Zoopivore,Small,Pleuronectid,2009,168467,12407,1
497,BS,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2009,1084910,200512,1
498,BS,Pollock,Fish,Pelagic,Piscivore,Large,Gadoid,2009,798292,161462,1
499,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1954,1710650,12562,1
500,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1955,1735380,14690,1
501,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1956,1761230,24697,1
502,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1957,1812060,24145,1
503,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1958,1888830,44153,1
504,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1959,1958780,185321,1
505,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1960,159007,0,1
506,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1960,1884590,456103,1
507,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1961,130671,0,1
508,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1961,1530910,553742,1
509,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1962,86835,0,1
510,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1962,1071870,420703,1
511,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1963,67210,0,1
512,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1963,745784,85810,1
513,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1964,84507,0,1
514,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1964,2300575.341,174792,1
515,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1964,780408,111177,1
516,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1965,207105,0,1
517,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1965,2308979.167,230551,1
518,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1965,783538,53810,1
519,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1966,409938,0,1
520,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1966,3618922.142,261678,1
521,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1966,842208,102353,1
522,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1967,644659,0,1
523,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1967,4235307.815,550362,1
524,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1967,836593,162228,1
525,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1968,870624,0,1
526,EBS,King crab,Invertebrate,Demersal,Benthivore,,Invertebrate,1968,36821.72141,16504.25245,1
527,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1968,5996635.802,702181,1
528,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1968,765127,84189,1
529,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1969,1061860,0,1
530,EBS,King crab,Invertebrate,Demersal,Benthivore,,Invertebrate,1969,37217.25396,11125.88911,1
531,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1969,7306775.332,862789,1
532,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1969,784744,167134,1
533,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1970,1212170,0,1
534,EBS,King crab,Invertebrate,Demersal,Benthivore,,Invertebrate,1970,16243.59636,9752.285214,1
535,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1970,8638570.068,1256570,1
536,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1970,726083,133079,1
537,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1971,1325390,0,1
538,EBS,King crab,Invertebrate,Demersal,Benthivore,,Invertebrate,1971,20095.95636,8704.825193,1
539,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1971,8698230.043,1743760,1
540,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1971,735101,160399,1
541,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1972,1373200,0,1
542,EBS,King crab,Invertebrate,Demersal,Benthivore,,Invertebrate,1972,24994.75396,12009.2771,1
543,EBS,Walleye pollock,Fish,Pelagic,Planktivore,Medium,Gadoid,1972,7102813.84,1874530,1
544,EBS,Yellowfin sole,Fish,Demersal,Benthivore,Small,Pleuronectid,1972,746900,47856,1
545,EBS,Greenland halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1973,1346170,0,1
546,EBS,King crab,Invertebrate,Demersal,Benthivore,,Invertebrate,1973,89323.22387,13953.13151,1
